note,time,channel
69,0.555555,0
69,0.2777775,0
69,0.555555,0
69,0.2777775,0
71,1.8055537499999998,0
69,0.13888875,0
68,0.13888875,0
69,0.13888875,0
71,0.13888875,0
73,0.13888875,0
74,0.13888875,0
73,0.13888875,0
74,0.13888875,0
78,0.13888875,0
76,0.13888875,0
74,0.13888875,0
73,0.13888875,0
69,0.13888875,0
73,0.13888875,0
76,0.13888875,0
81,0.13888875,0
78,0.13888875,0
75,0.13888875,0
71,0.13888875,0
75,0.13888875,0
78,0.13888875,0
81,0.13888875,0
78,0.13888875,0
80,0.13888875,0
81,0.13888875,0
80,0.13888875,0
78,0.13888875,0
76,0.13888875,0
75,0.13888875,0
73,0.13888875,0
75,0.13888875,0
76,0.13888875,0
75,0.13888875,0
73,0.13888875,0
71,0.13888875,0
69,0.13888875,0
73,0.13888875,0
76,0.13888875,0
73,0.13888875,0
69,0.13888875,0
73,0.13888875,0
66,0.13888875,0
69,0.13888875,0
73,0.13888875,0
69,0.13888875,0
66,0.13888875,0
69,0.13888875,0
63,0.2777775,0
66,0.2777775,0
63,0.2777775,0
59,0.13888875,0
63,0.13888875,0
66,0.13888875,0
69,0.13888875,0
68,0.13888875,0
66,0.13888875,0
64,0.13888875,0
68,0.13888875,0
71,0.13888875,0
76,0.13888875,0
71,0.13888875,0
68,0.13888875,0
64,0.555555,0
0,0.2777775,0
76,0.555555,0
76,0.2777775,0
76,0.555555,0
76,0.2777775,0
76,0.13888875,0
81,0.13888875,0
76,0.13888875,0
73,0.13888875,0
69,0.13888875,0
73,0.13888875,0
76,0.13888875,0
81,0.13888875,0
76,0.13888875,0
73,0.13888875,0
69,0.13888875,0
73,0.13888875,0
74,0.555555,0
74,0.2777775,0
74,0.555555,0
74,0.2777775,0
74,0.13888875,0
83,0.13888875,0
80,0.13888875,0
74,0.13888875,0
71,0.13888875,0
74,0.13888875,0
80,0.13888875,0
83,0.13888875,0
80,0.13888875,0
74,0.13888875,0
71,0.13888875,0
74,0.13888875,0
73,0.2777775,0
0,0.6944437499999999,0
62,0.13888875,0
66,0.13888875,0
69,0.13888875,0
74,0.13888875,0
73,0.13888875,0
71,0.2777775,0
0,0.6944437499999999,0
61,0.13888875,0
65,0.13888875,0
68,0.13888875,0
73,0.13888875,0
71,0.13888875,0
69,0.2777775,0
0,0.6944437499999999,0
59,0.13888875,0
62,0.13888875,0
66,0.13888875,0
71,0.13888875,0
69,0.13888875,0
68,0.13888875,0
66,0.13888875,0
71,0.13888875,0
69,0.13888875,0
