note,time,channel
0,0.230769,0
70,0.1153845,0
72,0.1153845,0
74,0.1153845,0
72,0.1153845,0
70,0.230769,0
77,0.230769,0
74,0.230769,0
82,0.230769,0
77,0.230769,0
74,0.230769,0
77,0.1153845,0
75,0.1153845,0
74,0.1153845,0
75,0.1153845,0
77,0.230769,0
70,0.230769,0
74,0.230769,0
65,0.230769,0
68,0.230769,0
67,0.230769,0
63,0.1153845,0
65,0.1153845,0
67,0.1153845,0
65,0.1153845,0
63,0.230769,0
70,0.230769,0
67,0.230769,0
75,0.230769,0
70,0.230769,0
67,0.230769,0
70,0.1153845,0
68,0.1153845,0
67,0.1153845,0
68,0.1153845,0
70,0.230769,0
63,0.230769,0
67,0.230769,0
60,0.230769,0
63,0.230769,0
57,0.230769,0
60,0.1153845,0
62,0.1153845,0
63,0.1153845,0
62,0.1153845,0
60,0.230769,0
69,0.230769,0
65,0.230769,0
72,0.230769,0
69,0.230769,0
75,0.230769,0
65,0.1153845,0
67,0.1153845,0
69,0.1153845,0
67,0.1153845,0
65,0.230769,0
72,0.230769,0
69,0.230769,0
77,0.230769,0
72,0.230769,0
74,0.461538,0
0,0.692307,0
79,0.1153845,0
77,0.1153845,0
75,0.1153845,0
77,0.1153845,0
79,0.230769,0
72,0.461538,0
0,0.692307,0
77,0.1153845,0
75,0.1153845,0
74,0.1153845,0
75,0.1153845,0
77,0.230769,0
70,0.461538,0
0,0.692307,0
75,0.1153845,0
74,0.1153845,0
72,0.1153845,0
74,0.1153845,0
75,0.230769,0
69,0.230769,0
72,0.1153845,0
70,0.1153845,0
69,0.1153845,0
70,0.1153845,0
72,0.230769,0
65,0.461538,0
0,0.461538,0
77,0.461538,0
65,0.461538,0
69,0.461538,0
72,0.461538,0
77,0.923076,0
0,1.384614,0
65,0.461538,0
70,0.461538,0
74,0.461538,0
77,0.923076,0
0,1.384614,0
67,0.461538,0
70,0.461538,0
72,0.461538,0
76,0.923076,0
0,1.153845,0
65,0.1153845,0
67,0.1153845,0
69,0.1153845,0
67,0.1153845,0
65,0.230769,0
72,0.230769,0
69,0.230769,0
77,0.230769,0
72,0.230769,0
81,0.230769,0
75,0.1153845,0
74,0.1153845,0
72,0.1153845,0
74,0.1153845,0
75,0.230769,0
69,0.230769,0
72,0.230769,0
66,0.230769,0
69,0.230769,0
70,0.461538,0
74,0.461538,0
70,0.461538,0
67,0.461538,0
68,0.461538,0
77,0.461538,0
68,0.461538,0
65,0.461538,0
67,0.230769,0
60,0.1153845,0
62,0.1153845,0
63,0.1153845,0
62,0.1153845,0
60,0.230769,0
67,0.230769,0
63,0.230769,0
72,0.230769,0
67,0.230769,0
74,0.230769,0
68,0.1153845,0
67,0.1153845,0
